index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32670,Comparative Cost-Effectiveness of Tofacitinib With Continuing Conventional Synthetic Disease-Modifying Anti-Rheumatic Drugs for Active Rheumatoid Arthritis in South Korea,"INTRODUCTION: The objective of this study was to evaluate the cost-effectiveness of initiating treatment with tofacitinib and subsequently incorporating it into a conventional synthetic disease-modifying anti-rheumatic drug (csDMARD) treatment sequence and to compare the cost-effectiveness of this sequence with that of continuing csDMARDs alone in patients with active rheumatoid arthritis (RA). METHODS: A cohort-based Markov model was used to evaluate the cost-effectiveness of two tofacitinib treatment sequences compared with that of continuing the csDMARD treatment sequence over a lifetime. Of the two tofacitinib sequences, the first consisted of initial tofacitinib treatment followed by biologic DMARDs (bDMARDs) and the second consisted of csDMARD treatments followed by tofacitinib. A third treatment sequence, continuing the csDMARD treatment sequence before starting bDMARDs, was used as a comparator. Efficacy was assessed using the American College of Rheumatology (ACR) response rates (ACR 20, ACR 50, and ACR 70) after 6 months, which were converted to changes in the health assessment questionnaire-disability index (HAQ-DI) score. Utility was estimated by mapping from the HAQ-DI score, costs were analyzed from a Korean societal perspective, and outcomes were considered in terms of quality-adjusted life-years (QALYs). One-way sensitivity analysis and probabilistic sensitivity analysis were performed to assess the robustness of the model. RESULTS: The incremental cost-effectiveness ratios over a lifetime for starting with tofacitinib and incorporating tofacitinib into the csDMARD treatment sequence versus continuing csDMARDs only were US$14,537 per QALY and US$7,086 per QALY, respectively. One-way sensitivity analysis and probabilistic sensitivity analysis confirmed the robustness of these results. CONCLUSION: Starting with tofacitinib and incorporating it into a csDMARDs treatment sequence is cost-effective compared to continuing csDMARDs alone in patients with RA.",2021-01-34316,33496958,Rheumatol Ther,So-Young Ha,2021,/,,No,33496958,"So-Young Ha; Yoon-Bo Shim; Min-Young Lee; Bon-San Koo; Jae-Hoon Kim; Ja-Young Jeon; Hyun-Jeong Yoo; Young-Joo Kim; Ju-Young Shin; Mi-Hai Park; Comparative Cost-Effectiveness of Tofacitinib With Continuing Conventional Synthetic Disease-Modifying Anti-Rheumatic Drugs for Active Rheumatoid Arthritis in South Korea, Rheumatol Ther, 2021 Jan 26; ():2198-6576",QALY,South Korea,Rheumatoid arthritis,Pharmaceutical,conventional synthetic disease-modifying anti-rheumatic drug treatment vs. conventional synthetic disease-modifying anti-rheumatic drug treatment,Not Stated,Not Stated,52 Years,"Male, Female",Full,Lifetime,5.00,5.00,7086,United States,2019,7510.43
32671,EXPRESS: Cost-effectiveness of an enhanced Paramedic Acute Stroke Treatment Assessment (PASTA) during emergency stroke care: economic results from a pragmatic cluster randomised trial,"BACKGROUND: The Paramedic Acute Stroke Treatment Assessment (PASTA) trial evaluated an enhanced emergency care pathway which aimed to facilitate thrombolysis in hospital. A pre-planned health economic evaluation was included. The main results showed no statistical evidence of a difference in either thrombolysis volume (primary outcome) or 90-day dependency. However, counter-intuitive findings were observed with the intervention group showing fewer thrombolysis treatments but less dependency. AIMS: Cost-effectiveness of the PASTA intervention was examined relative to Standard Care (SC). METHODS: A within trial cost-utility analysis estimated mean costs and quality adjusted life years (QALYs) over 90 daysâ time horizon. Cost were derived from resource utilisation data for individual trial participants. QALYs were calculated by mapping modified Rankin scale scores to EQ-5D-3L utility tariffs. A post-hoc subgroup analysis examined cost-effectiveness when trial hospitals were divided into compliant and non-compliant with recommendations for a stroke specialist thrombolysis rota. RESULTS: The trial enrolled 1214 patients: 500 PASTA and 714 SC. There was no evidence of a QALY difference between groups [0Â·007 (95%CI -0Â·003 to 0Â·018) favouring PASTA] but costs were lower in the PASTA group [-Â£1473 (95%CI: -Â£2736 to -Â£219)]. There was over 97.5% chance that the PASTA pathway would be considered cost-effective. There was no evidence of a difference in costs at seven thrombolysis rota compliant hospitals but costs at eight non-complaint hospitals costs were lower in PASTA with more dominant cost-effectiveness. CONCLUSIONS: Analyses indicate that the PASTA pathway may be considered cost-effective, particularly if deployed in areas where stroke specialist availability is limited. TRIAL REGISTRATION: ISRCTN12418919 www.isrctn.com/ISRCTN12418919.",2021-01-34320,33724103,Int J Stroke,Nawaraj Bhattarai,2021,/,17474930211006302,No,33724103,"Nawaraj Bhattarai; Christopher Price; Peter J McMeekin; Mehdi Javanbakht; Luke Vale; Gary A Ford; Lisa Shaw; EXPRESS: Cost-effectiveness of an enhanced Paramedic Acute Stroke Treatment Assessment (PASTA) during emergency stroke care: economic results from a pragmatic cluster randomised trial, Int J Stroke, 2021 Mar 16; ():1747-4949; 17474930211006302",QALY,United Kingdom,Other forms of heart disease,Care Delivery,Enhanced paramedic emergency stroke assessment vs. standard/usual care,Not Stated,Not Stated,18 Years,"Male, Female",Full,3 Months,Not Stated,Not Stated,-184125,United Kingdom,2018,-265499.39
32672,Cost-effectiveness of olaparib versus routine surveillance in the maintenance setting for patients with BRCA-mutated advanced ovarian cancer after response to first-line platinum-based chemotherapy in Singapore,"OBJECTIVE: To evaluate the cost-effectiveness of olaparib as a maintenance treatment versus routine surveillance (RS) in patients with BRCA mutated (BRCAm) advanced ovarian cancer (OC) following response to first-line platinum-based chemotherapy in Singapore. METHODS: A 4-health state partitioned survival model was developed to simulate the lifetime (50 years) incremental cost-effectiveness ratio (ICER) of olaparib versus RS from a healthcare payer perspective. Progression-free survival, time to second disease progression, and overall survival were estimated using SOLO-1 data and extrapolated beyond the trial period using parametric survival models. Any patient who remained progression-free at year 7 was assumed to be no longer at risk of progression. Mortality rates were based on all-cause mortality, adjusted based on BRCA1/2 mutation. Health state utilities and adverse event frequencies were from SOLO-1. Drug costs were from local public healthcare institutions. Healthcare resource usage and costs were from local clinician input and publications. A 3% discount rate was applied to costs and outcomes. Deterministic and probabilistic sensitivity analyses (PSA) were performed to assess the robustness of results. RESULTS: The base-case analysis of olaparib maintenance therapy versus RS resulted in an ICER of Singapore dollar (SGD) 19,822 per quality-adjusted life-year (QALY) gained. The ICER was most sensitive to variations in the discount rate. PSA demonstrated that olaparib had an 87% probability of being cost-effective versus RS at a willingness-to-pay of SGD 60,000 per QALY gained. CONCLUSION: Olaparib has a high potential of being a cost-effective maintenance treatment versus RS for patients with BRCA1/2m advanced OC after response to first-line chemotherapy in Singapore.",2021-01-34323,33559410,J Gynecol Oncol,David Sp Tan,2021,32 / 2,e27,No,33559410,"David Sp Tan; Jack Junjie Chan; Robert Hettle; Wrik Ghosh; Amrita Viswambaram; Cindy Chen Yu; Cost-effectiveness of olaparib versus routine surveillance in the maintenance setting for patients with BRCA-mutated advanced ovarian cancer after response to first-line platinum-based chemotherapy in Singapore, J Gynecol Oncol, 2021 Mar; 32(2):2005-0380; e27",QALY,Singapore,"Malignant neoplasms, breast and female genital organs",Pharmaceutical,olaparib vs. routine surveillance,Not Stated,Not Stated,18 Years,Female,Full,Lifetime,3.00,3.00,14470,United States,2018,15614.6
32673,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test for assessing risk for coronary heart disease vs. Atherosclerotic cardiovascular disease risk estimator,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,"Male, Female",Full,35 Years,3.00,3.00,-43545.03,United States,2020,-45590.79
32674,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test for assessing risk for coronary heart disease vs. Atherosclerotic cardiovascular disease risk estimator,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,Female,Full,35 Years,3.00,3.00,-42908.31,United States,2020,-44924.15
32675,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test for assessing risk for coronary heart disease vs. Atherosclerotic cardiovascular disease risk estimator,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,Male,Full,35 Years,3.00,3.00,-27633.89,United States,2020,-28932.14
32676,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test followed by coronary calcium test vs. Atherosclerotic cardiovascular disease risk estimator followed by coronary calcium test,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,"Male, Female",Full,35 Years,3.00,3.00,-37278.01,United States,2020,-39029.34
32677,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test followed by coronary calcium test vs. Atherosclerotic cardiovascular disease risk estimator followed by coronary calcium test,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,Female,Full,35 Years,3.00,3.00,-25622.37,United States,2020,-26826.11
32678,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test followed by coronary calcium test vs. Atherosclerotic cardiovascular disease risk estimator followed by coronary calcium test,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,Male,Full,35 Years,3.00,3.00,-7650.27,United States,2020,-8009.68
32679,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test followed by stress test vs. Atherosclerotic cardiovascular disease risk estimator followed by stress test,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,"Male, Female",Full,35 Years,3.00,3.00,-36559.67,United States,2020,-38277.25
32680,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test followed by stress test vs. Atherosclerotic cardiovascular disease risk estimator followed by stress test,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,Female,Full,35 Years,3.00,3.00,-23934.17,United States,2020,-25058.6
32681,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test followed by stress test vs. Atherosclerotic cardiovascular disease risk estimator followed by stress test,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,Male,Full,35 Years,3.00,3.00,-5822.65,United States,2020,-6096.2
32682,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test followed by ECG test vs. Atherosclerotic cardiovascular disease risk estimator followed by ECG test,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,Male,Full,35 Years,3.00,3.00,-37610.62,United States,2020,-39377.58
32683,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test followed by ECG test vs. Atherosclerotic cardiovascular disease risk estimator followed by ECG test,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,Female,Full,35 Years,3.00,3.00,-26404.04,United States,2020,-27644.51
32684,Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease,"Aim: New epigenetically based methods for assessing risk for coronary heart disease may be more sensitive but are generally more costly than current methods. To understand their potential impact on healthcare spending, we conducted a cost-utility analysis. Methods: We compared costs using the new Epi + Gen CHD™ test with those of existing tests using a cohort Markov simulation model. Results: We found that use of the new test was associated with both better survival and highly competitive negative incremental cost-effectiveness ratios ranging from -$42,000 to -$8000 per quality-adjusted life year for models with and without a secondary test. Conclusion: The new integrated genetic/epigenetic test will save money and lives under most real-world scenarios. Similar advantages may be seen for other epigenetic tests.",2021-01-34327,33625255,Epigenomics,Younsoo Jung,2021,/,,No,33625255,"Younsoo Jung; David Frisvold; Timur Dogan; Meeshanthini Dogan; Rob Philibert; Cost-utility analysis of an integrated genetic/epigenetic test for assessing risk for coronary heart disease, Epigenomics, 2021 Feb 24; ():1750-192X",QALY,United States of America,Other forms of heart disease,Diagnostic,genetic + epigenetic test followed by ECG test vs. Atherosclerotic cardiovascular disease risk estimator followed by ECG test,"without diabetes, low atherosclerotic cardiovascular disease risk score",Not Stated,40 Years,Male,Full,35 Years,3.00,3.00,-8496.49,United States,2020,-8895.66
32685,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,Influenza and pneumonia,Immunization,Seasonal influenza vaccination program vs. No vaccination program,pregnant women,Not Stated,18 Years,Female,Full,Lifetime,Not Stated,5.00,2010,United States,2018,2168.99
32686,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,"Influenza and pneumonia, Human immunodeficiency virus [HIV] disease",Immunization,Seasonal influenza vaccination program vs. No vaccination program,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,Not Stated,5.00,1749,United States,2018,1887.35
